File,Procurement Instrument Identifier,Modification Number,Referenced PIID,Transaction Number,Solicitation Identifier,Agency Identifier,Referenced IDV Modification Number,Referenced IDV Agency Identifier,Date Signed,Effective Date,Current Completion Date,Ultimate Completion Date,IDV Last Date to Order,Date/Time Stamp Accepted,Base And All Options Value,Base And Exercised Options Value,Action Obligation,Total Action Obligation,Total Base And Exercised Options Value,Contracting Office Agency Name,Contracting Office Code,Program/Funding Agency Code,Program/Funding Office Code,Foreign Funding,Source UserID,Web Site URL,Who Can Use,Maximum Order Limit,Fee for Use of Service,Fixed Fee Value,Fee Range Lower Value,Fee Range Upper Value,Ordering Procedure,Fee Paid for Use of IDV,Type of Contract,Undefinitized Action,Multi Year Contract,Type of IDC,Major Program,"Contingency, Humanitarian, or Peacekeeping Operation",Cost or Pricing Data,Contract Financing,Cost Accounting Standards Clause,Purchase Card as Payment Method,Program Acronym,Number of Actions,National Interest Action,Product/Service Code,Product/Service Description,"Program, System, or Equipment Code",DoD Claimant Program Code,Information Technology Commercial Item Category,DUNS Number,Contractor Name,Principal Place of Performance State,Principal Place of Performance Location,Principal Place of Performance Country,Principal Place of Performance Name,Country of Product or Service Origin,Congressional District - Contractor,Congressional District - Place of Performance,Place of Manufacture,Place Of Performance Zip Code,Place Of Performance Zip Code Extension
fpds_content_764.html,11316024F0019OAS,P00001,,0,,1100,0,1100,2025-02-07,2024-05-31,2025-05-30,2025-05-30,,2025-02-07 10:54:11,0.0,0.0,0.0,9750.0,9750.0,EXECUTIVE OFFICE OF THE PRESIDENT,113160,1100,113160,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7630,NEWSPAPERS AND PERIODICALS,,,,,,DC,,USA,WASHINGTON,USA,,,,20503,0004
fpds_content_334.html,75P00124P00072,P00001,,0,,7570,,,2025-01-22,2024-09-25,2025-01-23,2025-01-23,,2025-01-22 17:50:43,0.0,0.0,0.0,48500.0,48500.0,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),75P001,7570,75P001,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),,,,,,MD,,USA,ROCKVILLE,USA,,,,20857,0004
fpds_content_93.html,12318723F0581,P00001,,0,,12C2,0,0300,2024-07-01,2023-09-30,2025-09-29,2026-09-29,2023-09-06,2024-07-01 17:09:32,0.0,150294.0,150294.0,295505.0,295505.0,FOREST SERVICE,123187,12C2,123187,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,T099,PHOTO/MAP/PRINT/PUBLICATION- OTHER,,,,,,CT,,USA,STAMFORD,USA,,,,06902,7700
fpds_content_621.html,693JK425F96006N,0,,0,,6901,0,6901,2025-01-28,2024-09-30,2026-02-02,2030-02-02,2024-09-24,2025-01-28 17:24:41,1791316.84,330720.16,330720.16,0.0,0.0,OFFICE OF THE SECRETARY,693JK4,6901,693JK6,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,,,,,,DC,,USA,WASHINGTON,USA,,,,20590,0001
fpds_content_271.html,91990024F0393,P00001,,0,91990024Q0073,9100,0,9100,2025-02-10,2024-09-23,2025-02-10,2025-07-22,2024-07-25,2025-02-10 16:42:30,0.0,0.0,0.0,1197598.0,1197598.0,"EDUCATION, DEPARTMENT OF",919900,9100,919910,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",,,,,,DC,,USA,WASHINGTON,USA,,,,20002,0002
fpds_content_158.html,1331L524F13230192,0,,0,,1301,P24005,1301,2024-07-30,2024-08-01,2025-07-31,2026-01-31,,2024-08-14 09:26:00,105465.0,105465.0,105465.0,0.0,0.0,OFFICE OF THE SECRETARY,1331L5,1323,1333LB,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R799,SUPPORT- MANAGEMENT: OTHER,,,,,,CT,,USA,STAMFORD,USA,,,,06902,4563
fpds_content_508.html,70B06C23F00000248,P00001,,0,70B06C23Q00000057,7014,0,4732,2024-05-10,2023-06-01,2025-05-31,2027-05-31,2023-02-22,2024-05-13 07:38:26,0.0,241268.04,241268.04,482536.08,482536.08,U.S. CUSTOMS AND BORDER PROTECTION,70B06C,7014,70B013,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,,,,,,MD,,USA,BETHESDA,USA,,,,20817,3833
fpds_content_159.html,1331L524F13230225,0,,0,,1323,P24006,1301,2024-08-30,2024-09-01,2025-08-30,2025-08-30,2024-07-25,2024-08-30 15:18:18,383228.0,383228.0,383228.0,0.0,0.0,OFFICE OF THE SECRETARY,1331L5,1323,1333LB,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,,,,,,CT,,USA,STAMFORD,USA,,,,06902,4563
fpds_content_509.html,70CMSW24FR0000034,0,,0,,7012,PA0008,4732,2024-03-25,2024-03-22,2025-03-21,2025-03-21,2024-03-06,2024-03-25 10:40:32,1407824.0,1407824.0,1407824.0,0.0,0.0,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CMSW,7012,70CAFM,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,F999,OTHER ENVIRONMENTAL SERVICES,,,,,,DC,,USA,WASHINGTON,USA,,,,20536,0001
fpds_content_765.html,11316024F0008OVP,P00001,,0,,1100,0,1100,2025-02-07,2024-09-27,2025-09-26,2025-09-26,,2025-02-07 10:44:29,0.0,0.0,0.0,10250.0,10250.0,EXECUTIVE OFFICE OF THE PRESIDENT,113160,1100,113165,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7630,NEWSPAPERS AND PERIODICALS,,,,,,DC,,USA,WASHINGTON,USA,,,,20503,0001
fpds_content_335.html,75F40122C00207,P00006,,0,,7524,,,2025-01-23,2022-09-29,2025-09-29,2025-09-29,2022-08-04,2025-01-23 21:36:08,0.0,0.0,0.0,4494558.0,4494558.0,FOOD AND DRUG ADMINISTRATION,75F401,7524,75F401,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U099,EDUCATION/TRAINING- OTHER,,,,,,FL,,USA,ORLANDO,USA,,,,32826,3283
fpds_content_92.html,12760424F0447,0,,0,12760424Q0242,12C2,0,12C2,2024-09-26,2024-10-01,2026-06-30,2026-06-30,2024-09-10,2024-09-26 16:10:22,603097.74,268043.04,268043.04,0.0,0.0,FOREST SERVICE,127604,12C2,127604,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,UT,,USA,SALT LAKE CITY,USA,,,,84111,5311
fpds_content_620.html,693JJ421F000015,P00004,,0,,6953,P00006,6953,2024-03-26,2021-03-25,2024-03-28,2025-03-28,2021-03-24,2024-03-26 16:27:59,245856.0,245856.0,245856.0,969052.4,969052.4,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,693JJ4,6953,693JJ4,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20590,0001
fpds_content_270.html,91990024F0373,P00001,,0,,9100,0,9100,2025-02-10,2024-09-16,2025-02-10,2025-02-10,2024-06-25,2025-02-10 15:55:37,0.0,0.0,0.0,322514.78,322514.78,"EDUCATION, DEPARTMENT OF",919900,9100,910039,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20002,0002
fpds_content_948.html,720LPA24PC00007,0,,0,,7200,,,2024-01-31,2024-02-01,2025-01-31,2025-01-31,,2024-01-31 13:56:34,22000.0,22000.0,22000.0,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720LPA,7200,720LPA,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,DH01,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)",,,,,,DC,,USA,WASHINGTON,USA,,,,20523,0001
fpds_content_362.html,75D30124P18978,P00002,,0,75D301-24-Q-77758,7523,,,2024-07-26,2024-05-02,2025-06-13,2025-06-13,,2024-12-03 14:17:28,3964.32,3964.32,3964.32,52639.32,52639.32,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7630,NEWSPAPERS AND PERIODICALS,,,,,,GA,,USA,ATLANTA,USA,,,,30329,4018
fpds_content_698.html,36C10X24P0056,P00002,,0,,3600,,,2025-02-07,2024-06-12,2025-01-23,2025-01-23,2024-03-29,2025-02-07 14:53:20,-15000.0,0.0,0.0,10600.0,10600.0,"VETERANS AFFAIRS, DEPARTMENT OF",36C10X,3600,36C10X,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,,,,,,MD,,USA,ROCKVILLE,USA,,,,20852,8758
fpds_content_732.html,140D0423F0336,P00002,,0,140D0423Q0288,1406,0,0300,2024-04-29,2023-03-02,2025-05-12,2028-05-12,2023-02-24,2024-04-29 09:25:41,0.0,13176.96,13176.96,25726.56,25726.56,DEPARTMENTAL OFFICES,140D04,1406,140D24,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,,,,,,VA,,USA,ARLINGTON,USA,,,,22209,3927
fpds_content_227.html,91990020F0309,P00007,,0,,9100,0,9100,2025-02-10,2020-03-15,2025-02-10,2025-02-10,2019-12-12,2025-02-10 15:39:38,626743.04,0.0,0.0,769645.01,769645.01,"EDUCATION, DEPARTMENT OF",919900,9100,910039,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,,,,,,MD,,USA,SILVER SPRING,USA,,,,20910,1232
fpds_content_1083.html,72051423C00001,P00003,,0,72051422R000010,7200,,,2024-12-19,2022-12-23,2028-01-02,2028-01-02,2022-06-03,2024-12-19 13:42:54,0.0,0.0,5853869.0,15122519.76,24999016.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720514,7200,720514,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,,,COL,COLOMBIA,COL,,,,,
fpds_content_677.html,2031ZA25F00001,P00001,,0,,2041,P00009,2041,2025-01-28,2024-10-01,2025-01-22,2025-01-24,,2025-01-28 10:46:54,0.0,0.0,0.0,86448.0,86448.0,BUREAU OF ENGRAVING AND PRINTING,2031ZA,2041,2031FV,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U009,EDUCATION/TRAINING- GENERAL,,,,,,MO,,USA,SAINT LOUIS,USA,,,,63102,1729
fpds_content_118.html,1305M324P0542,0,,0,143060-24-0025,1330,,,2024-09-11,2024-09-12,2025-09-11,2025-09-11,,2024-09-11 20:37:08,184000.0,184000.0,184000.0,0.0,0.0,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M3,1330,1333BY,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS,,,,,,AK,,USA,FAIRBANKS,USA,,,,99701,1539
fpds_content_548.html,15JL1B24F00000592,P00001,,0,,1501,0,0300,2025-02-06,2024-04-24,2025-02-06,2025-02-06,,2025-02-06 11:45:44,0.0,0.0,0.0,21115.0,21115.0,"OFFICES, BOARDS AND DIVISIONS",15JL1B,1501,15JNSD,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7610,BOOKS AND PAMPHLETS,,,,,,VA,,USA,ARLINGTON,USA,,,,22209,3927
fpds_content_724.html,140D0423F0735,P00002,,0,,1406,0,0300,2024-11-20,2023-07-24,2025-09-03,2028-09-03,2023-05-26,2024-11-20 09:30:08,0.0,0.0,0.0,22638.0,22638.0,DEPARTMENTAL OFFICES,140D04,1406,140D32,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,,,,,,DC,,USA,WASHINGTON,USA,,,,20240,0001
fpds_content_374.html,,0,,0,,4732,,,,,,,,,0.0,0.0,0.0,0.0,0.0,FEDERAL ACQUISITION SERVICE,,,,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
fpds_content_661.html,20341524F00016,P00003,,0,,2036,0,0300,2025-02-05,2024-03-01,2025-02-05,2025-02-05,2024-01-12,2025-02-05 22:15:10,-189097.2,-27986.4,-27986.4,26910.0,26910.0,BUREAU OF THE FISCAL SERVICE,203415,2001,2031MA,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7630,NEWSPAPERS AND PERIODICALS,,,,,,VA,,USA,ARLINGTON,USA,,,,22202,4506
fpds_content_1095.html,7200AA23A00006,0,,,,7200,,,2023-05-26,2023-05-26,,,,2023-05-26 08:08:51,0.0,0.0,0.0,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,7200,7231FM,,,,,0,,,,,,0,,,,,,,,,,,,,,9330,PLASTICS FABRICATED MATERIALS,,,,,,,,,,,,,,,
fpds_content_231.html,91990021P0005,P00007,,0,91990021Q0039,9100,,,2025-02-10,2021-08-20,2025-02-10,2025-02-10,,2025-02-10 14:32:12,0.0,0.0,0.0,115168.1,115168.1,"EDUCATION, DEPARTMENT OF",919900,9100,910039,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),,,,,,DC,,USA,WASHINGTON,USA,,,,20202,0003
fpds_content_909.html,7200AA23P00064,P00001,,0,,7200,,,2024-09-13,2023-09-26,2025-03-31,2025-03-31,,2024-11-07 14:47:47,3000.0,3000.0,3000.0,305675.0,305675.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,7200,720ASA,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U001,EDUCATION/TRAINING- LECTURES,,,,,,DC,,USA,WASHINGTON,USA,,,,20004,1017
fpds_content_323.html,75N98022P01762,P00006,,0,ss-nih-6317493,7529,,,2025-02-07,2022-05-17,2025-02-07,2025-02-07,2022-05-11,2025-02-07 11:59:01,0.0,0.0,0.0,253280.64,253280.64,NATIONAL INSTITUTES OF HEALTH,75N980,7529,75N980,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7630,NEWSPAPERS AND PERIODICALS,,,,,,VA,,USA,ARLINGTON,USA,,,,22202,4506
fpds_content_773.html,273FCC21C0016,P00005,,0,,2700,,,2025-02-13,2021-08-01,2025-02-07,2025-02-07,2021-07-02,2025-02-13 10:51:34,0.0,0.0,0.0,261580.0,261580.0,FEDERAL COMMUNICATIONS COMMISSION,273FCC,2700,273FCC,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,,,,,,VA,,USA,ARLINGTON,USA,,,,22209,3927
fpds_content_289.html,75FCMC23F0159,P00002,,0,,7530,0,4730,2025-01-23,2023-09-30,2025-09-29,2028-09-29,,2025-01-23 13:54:02,-780000.0,0.0,0.0,520000.0,520000.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,7530,75FCMC,,,,,0,,0.0,0.0,0.0,,0,,,,,WORKFORCE DEVELOPMENT & RETENTION,,,,,,,1,,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,,,,,,FL,,USA,CLEARWATER,USA,,,,33763,3110
fpds_content_266.html,91990024F0310,P00003,,0,91990024Q0011,9100,0,9100,2025-02-10,2024-01-01,2025-12-31,2025-12-31,2023-12-08,2025-02-10 16:21:24,0.0,0.0,0.0,536060.17,536060.17,"EDUCATION, DEPARTMENT OF",919900,9100,910039,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",,,,,,DC,,USA,WASHINGTON,USA,,,,20202,0002
fpds_content_636.html,693JJ324F00273N,0,,0,,6925,P00006,6925,2024-08-14,2024-08-14,2027-08-13,2027-08-13,2024-07-18,2024-08-14 14:28:47,1062728.78,347295.36,347295.36,0.0,0.0,FEDERAL HIGHWAY ADMINISTRATION,693JJ3,6925,693JH2,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,,,,,,DC,,USA,WASHINGTON,USA,,,,20590,0001
fpds_content_84.html,12318723F0207,P00005,,0,,12C2,P00002,12C2,2025-01-30,2023-03-01,2025-01-23,2025-01-23,,2025-01-30 14:14:21,-88907.02,-88907.02,-88907.02,81092.98,81092.98,FOREST SERVICE,123187,12C2,123187,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,,,,,,NY,,USA,NEW YORK,USA,,,,10001,7203
fpds_content_972.html,72REFS24PC00023,0,,0,,7200,,,2024-06-06,2024-06-06,2025-06-05,2025-06-05,,2024-06-06 11:00:57,19026.0,19026.0,19026.0,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,72REFS,7200,72REFS,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20523,0001
fpds_content_421.html,75D30123F18323,P00002,,0,75D301-23-Q-77355,7523,PA0005,4732,2024-11-15,2023-09-28,2025-09-29,2028-09-29,,2024-11-15 11:23:03,0.0,0.0,0.0,229161.6,229161.6,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R699,SUPPORT- ADMINISTRATIVE: OTHER,,,,,,GA,,USA,ATLANTA,USA,,,,30329,4018
fpds_content_564.html,19FS1A24P0124,P00002,,0,,1900,,,2025-01-23,2024-09-23,2025-01-23,2025-01-23,,2025-01-23 14:21:25,0.0,0.0,0.0,10000.0,10000.0,"STATE, DEPARTMENT OF",19FS1A,1900,19XFS1,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U009,EDUCATION/TRAINING- GENERAL,,,,,,VA,,USA,ARLINGTON,USA,,,,22204,1568
fpds_content_134.html,1333MJ23PNAAA0071,P25002,,0,1333MJ23QNAAA0012,1330,,,2025-02-13,2023-09-22,2025-02-13,2025-02-13,,2025-02-13 14:28:44,0.0,0.0,0.0,70000.0,70000.0,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1364GC,1330,1333CD,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20036,1318
fpds_content_837.html,47QRAB21F0002,P00008,,0,47QRAB20Q0002,4732,PA0031,4732,2025-02-06,2020-10-24,2025-10-23,2025-10-23,2020-09-01,2025-02-06 16:21:28,0.0,0.0,0.0,752078.46,752078.46,FEDERAL ACQUISITION SERVICE,47QRAB,4732,47QRAB,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,,,,,,WA,,USA,AUBURN,USA,,,,98001,3129
fpds_content_1113.html,72MC1024P00019,0,,0,,7200,,,2024-07-03,2024-07-03,2025-07-12,2025-07-12,,2024-09-04 11:47:16,69892.47,69892.47,69892.47,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,72MC10,7200,72000M,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),,,,,,DC,,USA,WASHINGTON,USA,,,,20523,0001
fpds_content_10.html,9531CB24A0009,P00001,,,,955F,PA0003,4732,2025-01-27,2024-09-30,,,,2025-01-27 14:51:02,0.0,0.0,0.0,0.0,0.0,CONSUMER FINANCIAL PROTECTION BUREAU,9531CB,955F,9531CB,,,,,0,,,,,,0,,,,,,,,,,,,,,U009,EDUCATION/TRAINING- GENERAL,,,,,,,,,,,,,,,
fpds_content_358.html,75D30124F00007,P00001,,0,75D301-24-Q-77559,7523,0,7523,2024-03-11,2024-03-01,2025-02-28,2027-02-18,2024-02-16,2024-03-11 10:29:56,0.0,0.0,0.0,334912.6,334912.6,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,,,,,,GA,,USA,ATLANTA,USA,,,,30329,2205
fpds_content_1056.html,7200AA22F00016,P00005,,0,7200AA22R00023,7200,0,7200,2024-07-29,2022-09-28,2027-09-30,2027-09-30,2022-04-19,2024-11-13 15:30:03,3080828.79,3080828.79,3529174.0,9741255.65,11167437.79,AGENCY FOR INTERNATIONAL DEVELOPMENT,7201P1,7200,7200GH,,,,,0,,0.0,0.0,0.0,,0,,,,,PPL/LER NEW EVALUATION IDIQS,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20036,1737
fpds_content_708.html,47QFMA24F0008,P00004,,0,47QFMA24Q0004,4732,P00011,4732,2024-12-11,2023-12-12,2025-04-30,2026-12-11,2023-11-27,2025-02-03 16:53:30,0.0,0.0,0.0,563475.6,643203.01,FEDERAL ACQUISITION SERVICE,47QFMA,2400,241800,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R701,SUPPORT- MANAGEMENT: ADVERTISING,,,,,,VA,,USA,ALEXANDRIA,USA,,,,22314,3121
fpds_content_476.html,70CMSD22A00000008,P00003,,,,7012,PA0024,4732,2025-01-30,2022-09-30,,,,2025-01-30 13:54:48,0.0,0.0,0.0,0.0,0.0,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CMSD,7012,70CEE0,,,,,0,,,,,,0,,,,,,,,,,,,,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,,,,,,,,,,
fpds_content_925.html,72016823C00001,P00001,,0,72016823R00003,7200,,,2024-08-20,2023-10-01,2027-09-30,2027-09-30,2023-03-24,2024-08-20 07:25:19,0.0,0.0,1000000.0,3100927.0,5560392.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720168,7200,720168,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,,,,,,,,BIH,BOSNIA AND HERZEGOVINA,BIH,,,,,
fpds_content_860.html,50310224F0036,P00001,,0,,5000,0,5000,2025-01-30,2024-04-15,2025-01-29,2025-01-29,2024-03-01,2025-01-30 08:37:37,-69029.51,-69029.51,-69029.51,443636.89,443636.89,SECURITIES AND EXCHANGE COMMISSION,503102,5000,503102,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,TX,,USA,SAN ANTONIO,USA,,,,78229,3298
fpds_content_163.html,1333ND23FNB190167,0,,0,,1341,0,1341,2023-07-07,2023-07-07,2025-03-31,2025-03-31,,2023-07-13 13:04:26,199024.65,199024.65,199024.65,0.0,0.0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,1333ND,1341,1333ND,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R799,SUPPORT- MANAGEMENT: OTHER,,,,,,MD,,USA,GAITHERSBURG,USA,,,,20899,0001
fpds_content_499.html,70RSAT23FR0000139,P00002,,0,70RSAT23R00000028,7001,PA0010,4732,2025-02-13,2023-09-30,2025-09-29,2028-09-29,2023-08-14,2025-02-13 10:40:24,0.0,0.0,0.0,2070452.78,2070452.78,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,7040,70YSA1,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,VA,,USA,STERLING,USA,,,,20165,5875
fpds_content_533.html,86614320C00001,P00007,,0,,8600,,,2024-06-25,2020-08-29,2025-08-28,2025-08-28,2020-06-09,2024-06-25 08:48:54,0.0,159840.0,159840.0,592949.0,592949.0,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",866143,8600,866001,,,,,0,,0.0,0.0,0.0,,0,,,,,WEBINAR SERVICES (EDUCATION AND OUTREACH),,,,,,,1,,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,,,,,,PA,,USA,LANSDALE,USA,,,,19446,3831
fpds_content_1001.html,7200AA24F50020,P00004,,0,7200AA24Q00016,7200,P00005,7200,2025-01-17,2024-07-15,2029-02-09,2029-02-09,2024-05-16,2025-02-10 12:58:49,0.0,0.0,400000.0,3490000.0,19369963.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,7200,7201P1,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,MD,,USA,SILVER SPRING,USA,,,,20910,5644
fpds_content_47.html,12318724F0092,P00003,,0,,12C2,0,12C2,2025-01-30,2024-01-15,2025-01-29,2025-07-31,,2025-01-30 12:19:32,0.0,0.0,0.0,229637.91,229637.91,FOREST SERVICE,123187,12C2,1233TF,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,AB11,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; COMMUNITY DEVELOPMENT; BASIC RESEARCH,,,,,,DC,,USA,WASHINGTON,USA,,,,20090,8521
fpds_content_899.html,72052723P00065,P00002,,0,,7200,,,2024-09-27,2023-09-28,2025-09-30,2025-09-30,,2024-09-27 13:05:11,25299.0,25299.0,25299.0,53400.67,53400.67,AGENCY FOR INTERNATIONAL DEVELOPMENT,720527,7200,720527,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,E1AB,PURCHASE OF CONFERENCE SPACE AND FACILITIES,,,,,,,,PER,PERU,PER,,,,,
fpds_content_933.html,72065623P00023,P00001,,0,,7200,,,2024-07-01,2023-06-16,2025-07-02,2025-07-02,,2024-07-01 14:46:03,92400.0,92400.0,92400.0,184800.0,184800.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720656,7200,720656,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,,,,,,,,MOZ,MOZAMBIQUE,MOZ,,,,,
